age,edu,gender,housing,income,job_occupation,past_bad_credit,married,loan_amount,debt_to_income,credit_history_years,default_label
56,high_school,male,rent,31828.22,self_employed,0,0,6924.51,0.35,7.0,0
69,bachelor,male,rent,25447.94,salary_worker,0,1,8693.49,,6.5,0
46,high_school,female,mortgage,14805.1,public_sector,0,0,14154.96,,0.0,0
40,high_school,female,mortgage,16196.07,self_employed,1,0,18346.16,0.23,7.3,0
43,bachelor,male,rent,18523.0,salary_worker,0,1,9518.44,0.11,8.2,0
55,high_school,female,own,45734.65,public_sector,0,1,14722.14,0.54,10.3,0
48,,male,mortgage,39517.97,salary_worker,1,0,7350.84,0.15,9.4,0
22,bachelor,male,own,,,0,0,3429.82,0.01,12.4,0
47,high_school,male,rent,24934.96,,1,1,4235.99,0.58,0.0,0
41,high_school,female,mortgage,20309.15,salary_worker,1,0,7276.17,0.03,6.6,0
56,high_school,male,own,22701.92,salary_worker,1,0,12551.27,0.27,17.5,1
64,high_school,female,mortgage,19125.56,salary_worker,0,0,7287.54,0.14,11.7,0
69,bachelor,male,mortgage,,public_sector,0,1,15556.5,0.21,1.7,0
51,high_school,female,mortgage,24136.78,public_sector,0,0,22190.21,0.74,7.9,0
39,high_school,male,rent,26829.86,salary_worker,0,1,15624.73,0.32,3.3,0
43,phd,male,mortgage,26927.85,salary_worker,0,0,26073.46,0.4,5.8,1
29,master,female,rent,15329.03,retired,0,0,3297.4,0.48,15.5,0
67,high_school,male,mortgage,25561.67,salary_worker,0,1,22400.96,0.22,11.3,0
63,high_school,female,mortgage,39263.18,salary_worker,1,1,7955.05,0.53,1.4,0
63,bachelor,female,mortgage,47226.52,public_sector,1,1,7129.07,0.41,4.4,0
37,master,male,own,14522.92,salary_worker,0,0,8067.42,0.48,7.5,0
37,master,male,rent,12291.08,student,0,0,5218.77,0.21,6.4,0
63,high_school,female,own,25033.26,salary_worker,0,1,18506.1,0.42,8.8,0
48,high_school,male,own,40100.11,retired,0,0,5538.05,,4.4,0
56,high_school,male,rent,28618.78,salary_worker,0,1,5940.32,0.54,6.0,0
45,master,male,rent,,salary_worker,0,0,3794.89,0.24,4.4,0
43,master,female,mortgage,13198.89,salary_worker,0,0,5421.54,0.71,6.0,0
52,high_school,female,rent,18818.69,student,0,1,5513.01,0.4,10.3,0
61,bachelor,male,own,9061.13,self_employed,0,0,5313.2,0.32,8.7,0
37,high_school,female,rent,22831.13,salary_worker,0,0,7356.67,0.3,4.7,0
61,bachelor,female,own,9192.11,student,0,1,4389.13,0.34,12.0,0
33,master,male,own,44342.45,salary_worker,0,0,19476.93,0.23,11.8,0
41,bachelor,female,mortgage,49004.61,salary_worker,0,0,7449.93,0.46,7.5,0
66,high_school,male,own,,salary_worker,0,0,9953.89,0.34,6.5,0
68,bachelor,female,rent,12324.47,public_sector,0,0,13016.66,,14.6,0
67,high_school,male,own,28827.09,salary_worker,0,0,24679.19,0.26,13.9,0
36,master,male,rent,56196.49,salary_worker,0,0,13365.55,0.32,1.4,0
63,high_school,male,mortgage,30154.24,student,0,0,7070.55,0.26,12.3,0
67,master,male,rent,41491.46,self_employed,0,1,4491.74,0.68,14.4,0
69,high_school,male,rent,19568.48,salary_worker,0,1,9759.07,0.08,10.1,0
22,high_school,female,own,16447.94,self_employed,0,0,14534.25,0.36,5.6,1
58,high_school,male,rent,23579.01,salary_worker,0,0,8760.97,0.4,6.1,0
70,high_school,male,own,10229.0,self_employed,1,0,8399.01,0.14,14.3,0
59,high_school,male,own,67429.63,salary_worker,0,0,9112.63,0.82,,0
32,bachelor,female,mortgage,25921.88,self_employed,0,0,2897.54,0.17,9.7,0
59,high_school,female,rent,35955.88,public_sector,0,0,8782.86,0.35,16.8,0
26,high_school,male,own,19777.91,salary_worker,0,0,12121.68,0.64,3.5,0
45,high_school,male,mortgage,12156.4,salary_worker,0,0,7902.02,0.27,7.1,1
52,high_school,female,rent,46240.75,salary_worker,0,0,15031.91,0.37,8.3,0
43,master,female,own,,public_sector,0,0,15310.4,0.28,6.7,0
55,phd,male,mortgage,28480.57,public_sector,0,0,6141.69,0.33,0.1,0
33,high_school,female,mortgage,29714.43,public_sector,0,0,10331.82,0.53,11.5,0
51,master,male,mortgage,25166.73,student,0,1,8295.89,0.26,4.5,0
53,bachelor,female,mortgage,17101.77,public_sector,0,1,2655.28,0.01,4.4,0
52,phd,female,own,22757.85,student,0,0,7310.36,0.33,6.1,0
35,high_school,female,mortgage,15874.62,self_employed,1,0,4596.29,0.35,6.6,0
36,high_school,male,rent,35035.95,salary_worker,0,0,8722.79,0.38,7.0,0
33,bachelor,male,own,31482.78,self_employed,0,0,11795.97,0.31,11.4,0
44,master,female,mortgage,24109.68,salary_worker,0,0,7189.02,0.18,12.2,0
50,bachelor,female,mortgage,18849.5,salary_worker,0,0,4939.31,0.3,6.5,0
39,bachelor,female,mortgage,62836.6,salary_worker,0,1,9215.86,0.66,5.1,0
41,high_school,female,rent,13549.04,salary_worker,0,0,31071.24,0.33,7.0,0
35,bachelor,male,mortgage,12148.05,public_sector,0,0,2453.42,0.46,3.9,1
31,master,female,rent,23461.06,salary_worker,0,1,9209.98,0.15,7.4,0
53,high_school,male,mortgage,21674.22,salary_worker,0,1,6008.43,0.29,3.7,0
61,bachelor,female,mortgage,39891.24,retired,0,0,6410.26,0.16,16.0,1
35,high_school,female,rent,32557.15,self_employed,0,0,7649.69,0.57,8.0,0
64,bachelor,female,mortgage,24668.6,salary_worker,0,1,6706.07,0.06,5.3,0
49,bachelor,female,own,30489.94,,0,0,11282.32,0.41,10.3,0
29,master,female,own,30241.63,salary_worker,0,0,7094.08,0.4,2.6,0
39,phd,female,mortgage,,retired,0,0,2467.52,0.39,4.7,0
21,bachelor,female,mortgage,27282.85,salary_worker,0,0,16380.03,0.01,9.2,0
22,high_school,male,own,17917.18,student,1,0,15079.68,0.01,8.0,0
37,high_school,female,rent,26617.54,salary_worker,0,0,5803.89,0.36,11.7,0
43,high_school,female,rent,7492.02,public_sector,0,1,8327.97,0.17,0.0,0
60,high_school,female,rent,23987.99,salary_worker,0,1,15830.19,0.22,10.8,0
27,high_school,male,rent,39808.75,self_employed,0,0,14303.22,0.26,5.3,0
62,bachelor,male,own,,salary_worker,0,0,17095.2,0.15,2.8,0
32,high_school,male,own,27843.37,,0,0,9956.32,0.12,0.6,0
27,high_school,male,mortgage,32602.94,student,0,0,12372.65,0.34,5.3,0
55,master,male,rent,39993.23,public_sector,0,0,17585.37,0.01,13.9,0
59,high_school,female,own,46228.65,salary_worker,0,0,6708.92,0.25,11.4,0
51,bachelor,male,mortgage,29772.94,public_sector,0,1,10325.19,0.22,14.0,0
26,master,male,rent,21115.23,salary_worker,0,0,2488.35,0.34,7.0,0
26,bachelor,female,mortgage,8594.82,retired,0,0,3398.49,0.77,7.9,0
40,high_school,male,rent,37804.3,salary_worker,0,1,10667.86,0.16,1.2,0
43,high_school,female,own,30694.57,,0,0,11602.37,,1.2,0
70,bachelor,female,mortgage,26074.07,salary_worker,1,1,6548.51,0.38,6.9,0
35,bachelor,male,rent,17861.04,salary_worker,0,0,5804.99,0.44,2.0,0
30,,female,rent,37583.42,retired,0,0,6663.75,0.3,4.1,0
68,bachelor,male,mortgage,21682.13,salary_worker,0,1,9004.94,0.6,7.7,0
28,bachelor,male,rent,23968.84,salary_worker,1,0,2269.81,0.46,12.6,0
22,high_school,male,mortgage,23737.35,public_sector,0,0,10468.13,0.47,7.5,0
42,bachelor,female,own,29805.05,salary_worker,0,0,8248.81,0.09,2.1,0
41,high_school,male,rent,14517.58,salary_worker,1,1,9284.36,0.36,0.2,0
51,high_school,male,mortgage,,public_sector,0,0,7570.0,0.25,8.0,0
64,master,female,own,17599.05,salary_worker,0,1,3786.9,0.18,5.0,1
67,high_school,female,rent,17879.11,public_sector,0,1,4429.28,0.23,8.0,0
35,bachelor,male,mortgage,36255.92,self_employed,1,0,18730.66,0.33,6.7,1
70,high_school,male,own,15556.55,salary_worker,0,0,5690.52,0.42,7.2,0
52,high_school,female,mortgage,36226.61,self_employed,0,0,12635.91,0.52,12.3,0
24,master,female,rent,25479.13,salary_worker,0,0,4468.01,0.51,11.7,0
67,high_school,male,rent,11594.38,self_employed,1,1,8036.53,0.39,9.0,0
27,high_school,female,mortgage,44981.84,self_employed,1,0,6358.99,0.35,3.9,0
50,master,female,mortgage,27990.32,public_sector,0,1,6917.96,0.28,5.3,0
60,bachelor,male,rent,29066.94,,0,0,6721.04,0.3,10.6,0
33,bachelor,female,mortgage,38302.06,public_sector,0,1,17928.68,0.2,12.7,0
34,high_school,female,own,47793.71,salary_worker,0,0,23391.25,0.26,2.4,0
44,high_school,male,own,26647.81,retired,0,0,9234.45,0.4,13.6,0
65,bachelor,male,mortgage,32137.51,salary_worker,0,1,6457.62,0.62,4.4,0
32,high_school,male,own,28768.42,public_sector,0,0,3900.75,0.31,10.2,0
54,high_school,female,own,20862.52,self_employed,0,0,3755.82,0.19,18.7,0
43,master,male,mortgage,11937.66,salary_worker,0,0,17982.35,0.51,1.1,0
26,,male,own,26814.95,salary_worker,1,0,3612.92,0.01,9.5,0
56,high_school,male,mortgage,45275.53,retired,0,0,24279.79,0.53,6.2,0
62,high_school,male,mortgage,31650.2,public_sector,0,0,8825.66,0.08,9.3,0
49,bachelor,male,own,15057.92,public_sector,1,0,1937.47,0.46,5.0,0
29,bachelor,male,own,,salary_worker,0,0,4073.15,0.25,,0
28,master,male,mortgage,21178.43,self_employed,0,0,3881.07,0.4,4.5,0
42,high_school,female,mortgage,9495.64,salary_worker,0,0,5618.74,0.71,8.9,0
46,high_school,male,rent,38486.27,public_sector,0,0,9342.0,0.19,12.9,0
48,bachelor,male,rent,15908.02,salary_worker,0,1,14260.91,0.16,9.1,0
33,high_school,female,own,54248.35,public_sector,0,0,5625.38,0.35,13.4,1
46,bachelor,female,mortgage,40802.48,public_sector,0,0,6286.04,0.61,5.5,0
35,master,male,mortgage,21971.26,salary_worker,1,0,7587.29,0.37,5.2,0
55,bachelor,female,mortgage,29932.85,public_sector,0,0,5202.81,0.35,8.9,0
60,high_school,male,rent,72458.07,,0,0,10196.46,0.37,6.0,0
53,phd,male,mortgage,38177.56,salary_worker,0,1,10371.13,0.16,12.0,0
21,high_school,female,rent,27097.32,salary_worker,1,0,1813.72,0.37,1.9,0
70,master,female,own,89332.38,salary_worker,1,1,11518.19,0.27,11.0,0
22,bachelor,male,own,25665.72,salary_worker,0,0,8690.31,0.58,12.3,0
70,bachelor,female,own,31628.59,public_sector,0,1,9342.44,0.48,9.0,0
22,master,male,own,15973.78,public_sector,0,0,15502.82,0.1,,0
46,bachelor,female,rent,11457.23,salary_worker,0,0,3033.7,0.29,4.9,0
26,bachelor,female,rent,21385.94,student,1,0,4062.2,0.44,4.2,0
25,high_school,male,mortgage,24767.4,retired,0,0,7796.02,0.16,8.9,0
55,bachelor,female,rent,28230.79,salary_worker,0,0,2260.28,0.15,4.6,1
57,bachelor,male,own,,self_employed,0,0,7212.65,0.26,8.7,0
26,high_school,male,rent,32771.14,retired,0,0,12904.56,0.4,8.7,0
69,bachelor,female,rent,16752.9,salary_worker,0,1,10078.42,0.53,7.2,0
37,bachelor,female,rent,32014.06,salary_worker,0,0,8462.9,0.38,8.6,0
36,high_school,male,mortgage,37075.7,student,0,0,7129.54,0.78,10.0,0
35,high_school,male,own,20374.12,public_sector,0,0,6403.96,0.22,7.1,0
44,bachelor,male,rent,15776.57,public_sector,0,0,6204.23,0.47,5.6,0
29,high_school,male,mortgage,48758.86,retired,0,0,9189.33,0.14,10.8,0
42,high_school,female,rent,36055.35,salary_worker,1,1,3453.04,0.63,8.6,0
31,bachelor,female,mortgage,26066.06,public_sector,0,0,18118.95,0.58,9.3,0
23,high_school,male,rent,47136.01,public_sector,0,0,5400.78,0.47,9.8,0
39,high_school,male,mortgage,25272.39,salary_worker,0,1,11011.81,0.03,8.1,0
54,bachelor,male,rent,18412.26,salary_worker,1,1,8469.27,0.47,6.1,0
59,high_school,female,own,15509.9,salary_worker,0,1,4296.25,0.19,5.0,0
38,phd,male,own,23190.32,public_sector,1,0,16497.53,0.42,7.1,1
37,master,male,own,,public_sector,0,0,14688.27,0.08,9.4,0
60,bachelor,female,mortgage,45496.54,retired,0,1,3415.69,0.39,9.6,0
55,phd,male,rent,24601.92,salary_worker,0,0,7781.75,0.28,8.1,0
62,master,male,own,42020.22,self_employed,0,0,9082.02,0.2,8.9,0
66,high_school,female,mortgage,22105.43,salary_worker,0,1,2593.5,0.45,3.1,0
62,bachelor,female,mortgage,17124.76,retired,0,1,2524.25,0.33,5.6,0
67,high_school,female,own,13523.16,self_employed,0,1,5122.95,0.3,10.2,0
41,bachelor,male,own,19383.78,public_sector,0,0,3935.24,0.47,4.2,0
40,bachelor,female,mortgage,13754.26,salary_worker,0,0,4564.49,0.68,8.1,0
37,high_school,female,mortgage,60130.97,salary_worker,0,0,3935.61,0.39,7.7,0
32,high_school,female,mortgage,29663.82,salary_worker,0,0,7575.57,0.01,7.0,0
58,phd,female,mortgage,23317.82,public_sector,0,1,4960.43,0.06,10.2,0
56,high_school,female,own,52833.5,salary_worker,0,1,14953.21,0.35,8.4,0
61,high_school,male,own,13547.8,public_sector,0,0,8947.67,0.52,2.7,0
29,high_school,female,own,22886.12,salary_worker,1,0,12542.43,0.36,9.6,0
45,bachelor,female,rent,59865.35,self_employed,0,1,3201.75,0.43,5.5,1
32,master,female,mortgage,22815.19,salary_worker,0,0,5735.77,0.33,2.0,0
65,bachelor,female,own,73208.46,salary_worker,0,1,8733.48,0.51,10.5,0
34,bachelor,female,rent,,self_employed,0,0,10395.6,0.45,2.8,0
28,high_school,male,mortgage,43812.16,salary_worker,0,0,5674.67,0.16,6.1,0
49,high_school,male,rent,44387.03,salary_worker,0,0,6151.05,0.42,8.7,0
64,bachelor,male,rent,24360.57,self_employed,0,0,6533.21,0.06,7.2,0
66,master,female,own,19541.68,salary_worker,0,1,6878.63,0.42,5.0,0
25,bachelor,male,mortgage,23110.72,self_employed,0,0,26643.71,0.29,3.5,0
37,high_school,male,own,15613.33,public_sector,0,0,9626.58,0.37,4.5,1
28,bachelor,female,rent,23631.05,salary_worker,0,0,8282.76,0.4,3.2,0
36,bachelor,female,own,24294.79,salary_worker,0,0,4054.35,0.39,7.0,0
47,bachelor,male,rent,52060.19,salary_worker,0,0,4107.46,0.6,5.3,0
35,bachelor,female,mortgage,31792.13,salary_worker,0,0,7206.48,0.35,2.0,0
24,bachelor,female,rent,70486.6,salary_worker,0,0,15088.77,0.37,6.3,0
46,bachelor,male,mortgage,9211.47,self_employed,0,0,7262.45,0.58,,0
23,phd,female,rent,14077.46,salary_worker,1,0,7435.56,0.68,8.6,0
32,bachelor,male,rent,20745.71,retired,0,0,5381.18,0.34,8.9,0
21,,female,own,47649.27,public_sector,0,0,3109.07,0.25,12.9,0
25,high_school,female,mortgage,23171.78,salary_worker,0,0,10304.05,0.26,10.1,0
42,bachelor,female,mortgage,12575.15,self_employed,0,1,7045.24,0.42,3.1,0
63,bachelor,female,own,21800.63,salary_worker,0,1,10355.96,0.3,0.0,0
59,bachelor,male,own,14201.19,salary_worker,0,1,8822.39,0.03,1.4,0
25,bachelor,male,rent,13002.13,student,0,0,4768.3,0.54,5.5,0
22,high_school,male,own,59842.57,salary_worker,0,0,9172.59,,1.1,0
37,bachelor,male,own,20780.62,salary_worker,0,0,3983.52,0.55,5.0,0
53,bachelor,female,mortgage,26315.64,retired,0,1,9132.99,0.58,7.6,0
58,high_school,female,own,23345.74,retired,0,1,7827.82,0.37,5.2,0
62,high_school,female,mortgage,21738.21,self_employed,0,0,18907.8,0.39,8.6,0
38,high_school,male,mortgage,16675.61,public_sector,0,1,5030.18,0.52,5.1,0
29,high_school,male,rent,21167.33,public_sector,0,0,3905.78,0.12,4.5,0
22,master,female,own,28332.25,public_sector,1,0,6455.97,0.28,14.3,0
28,master,male,mortgage,46091.59,self_employed,0,0,11327.6,0.33,7.4,1
24,bachelor,male,own,37284.99,public_sector,0,0,1739.32,0.51,7.9,0
64,high_school,female,own,14064.65,self_employed,0,1,13115.41,0.24,10.9,0
34,bachelor,male,mortgage,37980.93,salary_worker,1,0,7224.7,0.21,11.0,0
62,bachelor,male,rent,30150.21,salary_worker,0,0,4324.06,0.26,6.0,0
48,high_school,male,mortgage,18377.37,salary_worker,0,1,6618.9,0.42,11.7,0
47,master,female,own,26421.77,salary_worker,0,1,5390.59,0.33,5.7,0
43,high_school,female,own,31493.27,salary_worker,0,0,4130.66,0.08,11.6,0
61,high_school,female,rent,24863.94,self_employed,0,1,2789.92,0.11,2.6,0
23,high_school,male,own,30215.48,student,0,0,12109.72,0.36,6.3,0
25,high_school,male,rent,16509.18,salary_worker,1,0,5956.78,0.37,8.4,1
42,master,male,rent,,salary_worker,0,0,6533.44,0.34,8.9,0
40,bachelor,female,own,10217.14,public_sector,0,1,12895.42,0.26,4.1,0
48,high_school,female,rent,31572.22,salary_worker,0,0,8355.92,0.48,0.9,0
57,bachelor,male,own,28711.23,,0,1,3436.88,0.41,9.3,0
50,high_school,female,rent,32510.7,self_employed,1,0,11731.56,0.4,6.7,0
33,,male,rent,17698.47,self_employed,0,0,18326.62,0.41,5.9,0
37,high_school,male,rent,41197.74,salary_worker,0,0,10686.13,0.63,14.1,1
58,bachelor,female,own,23188.43,salary_worker,0,1,5035.38,0.16,6.3,0
31,high_school,female,rent,14274.12,self_employed,0,0,3604.61,0.26,5.4,0
46,master,female,rent,14873.48,salary_worker,1,0,4935.62,0.28,0.3,0
47,high_school,female,own,25748.13,salary_worker,0,0,8575.53,0.57,3.2,0
58,bachelor,male,mortgage,11867.58,salary_worker,0,0,17755.33,0.27,11.0,0
56,master,female,mortgage,54733.31,public_sector,0,0,5336.65,0.2,4.6,0
44,high_school,female,rent,39027.22,self_employed,0,0,5670.87,0.32,10.0,0
36,high_school,female,mortgage,55385.88,public_sector,0,0,14211.32,0.36,2.3,0
39,phd,female,own,52819.76,public_sector,0,0,6382.36,0.56,4.0,0
41,bachelor,male,own,20777.84,salary_worker,0,1,20799.59,0.27,3.9,0
31,bachelor,male,rent,16461.86,,0,0,7469.2,0.22,9.4,0
52,high_school,male,rent,7295.42,public_sector,0,0,15402.32,0.18,6.7,0
31,high_school,male,own,20276.03,salary_worker,0,0,10001.9,0.28,3.1,1
53,bachelor,female,rent,53881.57,self_employed,0,1,11954.94,0.8,10.4,0
58,master,male,mortgage,16772.02,salary_worker,0,0,7351.16,0.41,9.5,0
69,high_school,female,rent,22148.73,retired,0,1,7620.41,0.45,8.9,0
26,master,male,rent,18966.76,salary_worker,0,0,10202.68,0.34,8.7,0
58,bachelor,female,rent,28817.78,salary_worker,0,0,12568.85,0.36,4.1,0
25,high_school,female,rent,43422.72,,0,0,10821.97,,12.5,0
37,high_school,female,own,12177.62,self_employed,0,0,3065.31,0.44,7.1,0
29,high_school,male,rent,13273.18,salary_worker,0,0,9336.86,0.4,8.6,0
29,bachelor,female,own,47523.47,self_employed,0,0,5646.98,0.34,9.0,0
29,bachelor,male,rent,33856.29,public_sector,0,0,6001.51,0.28,3.7,1
23,bachelor,female,own,21661.22,salary_worker,0,0,10421.5,0.42,15.1,0
62,high_school,male,mortgage,52479.99,self_employed,0,0,20616.67,0.36,7.4,0
24,bachelor,male,mortgage,13170.53,self_employed,0,1,7132.18,0.72,7.6,0
40,bachelor,female,own,37013.8,self_employed,0,0,23982.61,0.53,5.8,0
55,bachelor,female,own,23606.87,student,0,1,4432.2,0.22,12.1,0
70,bachelor,female,mortgage,31982.52,self_employed,0,0,15953.9,0.13,12.3,0
63,high_school,male,mortgage,8314.71,public_sector,0,1,10268.96,0.27,8.1,0
27,bachelor,male,own,21648.33,public_sector,0,0,9087.96,0.15,1.6,0
70,high_school,female,rent,33913.16,salary_worker,1,1,17339.45,0.26,6.8,0
53,high_school,female,mortgage,23659.06,,0,1,5709.62,0.17,7.2,0
29,high_school,female,rent,42825.29,student,0,0,44955.08,0.28,5.7,0
43,bachelor,female,mortgage,42184.67,public_sector,1,0,7225.9,0.28,3.6,0
66,bachelor,male,rent,15813.93,salary_worker,0,1,5692.14,0.37,1.3,0
40,high_school,female,rent,35270.31,salary_worker,0,0,3906.27,0.3,13.4,0
30,master,female,mortgage,15573.12,salary_worker,1,0,19378.99,0.18,10.5,0
64,master,male,mortgage,24941.96,salary_worker,0,0,15179.38,0.56,7.6,0
68,high_school,male,own,32704.16,salary_worker,0,0,6229.59,0.41,4.9,1
69,bachelor,male,mortgage,16716.02,self_employed,0,1,10937.8,0.24,8.9,0
68,high_school,female,mortgage,34686.88,salary_worker,1,1,8687.41,0.18,8.3,0
64,phd,male,own,19391.5,self_employed,0,1,6673.49,0.08,5.9,0
43,high_school,male,mortgage,18745.07,student,0,0,13775.09,0.06,9.1,0
30,high_school,male,own,33456.22,student,0,0,5744.63,0.53,9.5,0
51,,female,rent,16710.83,public_sector,1,0,9092.78,0.51,10.2,0
32,high_school,male,mortgage,16332.69,salary_worker,0,0,9347.93,0.23,3.9,0
44,bachelor,male,own,38891.08,self_employed,0,0,8406.17,0.59,9.2,0
53,bachelor,male,mortgage,25561.71,self_employed,0,1,5847.1,0.45,12.2,0
68,high_school,male,rent,12652.96,salary_worker,0,0,4960.04,0.38,8.7,0
35,bachelor,male,rent,35776.22,retired,0,0,3436.92,0.5,16.3,0
33,master,male,rent,20272.68,public_sector,0,0,6637.58,0.45,6.8,0
57,master,male,own,12947.32,self_employed,1,1,5007.15,0.37,0.6,0
21,bachelor,female,mortgage,7877.05,salary_worker,0,0,13772.34,0.3,4.1,0
49,high_school,female,own,36553.65,salary_worker,0,0,10765.23,0.32,4.8,0
58,high_school,male,rent,16531.73,retired,1,1,6207.46,0.05,9.7,0
48,master,male,own,13908.7,salary_worker,0,1,10802.1,0.2,10.8,0
40,bachelor,male,own,32458.94,salary_worker,0,1,7637.98,0.66,8.0,0
62,bachelor,male,own,34982.61,self_employed,0,0,6986.97,,8.7,0
39,master,male,mortgage,17082.39,public_sector,0,0,7862.46,0.01,15.2,0
56,high_school,male,rent,36705.74,salary_worker,0,0,21465.89,0.5,4.2,1
44,bachelor,female,own,61371.56,salary_worker,0,1,11547.34,0.38,,0
22,high_school,male,own,44622.72,public_sector,0,0,6876.29,0.39,5.7,0
47,high_school,female,rent,41605.0,retired,0,1,13248.3,0.31,2.8,0
23,bachelor,male,own,28039.18,self_employed,0,0,12988.17,0.5,0.0,0
67,high_school,male,own,19936.88,public_sector,0,1,9347.32,,12.7,0
51,phd,female,own,23738.45,salary_worker,1,0,6763.44,0.25,4.4,1
39,high_school,female,rent,29683.12,public_sector,0,0,6522.18,0.45,6.5,0
45,master,female,rent,13823.42,self_employed,1,1,4485.79,0.54,9.2,0
51,bachelor,male,mortgage,17219.16,retired,0,1,8948.76,0.24,2.7,0
34,bachelor,female,rent,12803.99,public_sector,0,1,5793.97,0.61,4.2,0
35,master,female,mortgage,27060.6,salary_worker,0,0,6372.87,0.54,7.4,0
41,high_school,male,own,25270.03,salary_worker,1,0,11421.01,0.12,5.7,0
33,high_school,female,own,18147.37,public_sector,1,0,20495.29,0.63,2.4,0
58,high_school,male,mortgage,35214.9,salary_worker,0,0,9954.81,0.13,9.9,0
26,high_school,male,own,,public_sector,0,0,7647.77,0.22,5.6,0
62,master,female,rent,17846.71,self_employed,0,0,8019.89,0.46,8.0,0
38,bachelor,female,rent,34587.13,salary_worker,0,1,15151.89,0.53,7.7,0
49,high_school,male,mortgage,36973.88,public_sector,1,0,10029.0,0.36,11.4,0
28,high_school,male,own,17016.24,self_employed,0,0,9014.19,0.23,8.9,0
40,bachelor,female,mortgage,,retired,0,1,9372.3,0.29,4.0,0
58,bachelor,male,own,17146.28,salary_worker,0,1,3693.24,0.27,12.1,0
34,high_school,male,own,22274.49,salary_worker,0,0,10044.31,0.49,,0
27,bachelor,female,rent,25970.77,salary_worker,0,0,5007.19,0.27,4.2,0
47,bachelor,male,rent,31324.78,,0,0,10066.11,0.22,3.7,0
29,master,male,mortgage,28082.49,public_sector,0,1,5408.06,0.07,0.0,0
36,high_school,female,rent,27527.01,salary_worker,0,0,11216.52,0.23,5.1,0
43,bachelor,male,mortgage,14983.06,salary_worker,0,0,7448.81,0.32,9.1,1
49,high_school,female,rent,28990.53,student,1,1,4315.86,0.14,2.1,0
52,high_school,female,own,31193.95,salary_worker,0,0,6905.86,0.03,14.3,0
54,bachelor,female,rent,,salary_worker,1,1,27261.72,0.52,0.0,0
63,bachelor,male,mortgage,17609.89,retired,0,0,2321.15,0.16,4.4,0
24,high_school,male,rent,36754.41,public_sector,1,0,8879.39,0.1,1.5,0
39,master,male,own,13456.86,salary_worker,0,0,4647.98,0.62,11.2,0
21,high_school,female,mortgage,20052.96,student,0,0,17279.6,,10.1,0
21,bachelor,male,own,21504.48,self_employed,0,0,12695.08,0.52,6.4,0
31,phd,male,rent,13792.99,salary_worker,0,0,8975.47,0.43,1.8,0
50,,female,mortgage,21357.97,salary_worker,0,0,13421.16,0.58,2.7,0
65,master,female,own,26894.21,,0,1,9269.78,0.5,8.5,0
59,bachelor,male,rent,10704.32,salary_worker,1,0,8130.4,0.28,4.8,0
53,master,female,own,20381.65,public_sector,0,0,5829.16,0.15,,0
59,bachelor,male,mortgage,11083.58,salary_worker,0,1,6644.18,0.11,7.2,0
29,bachelor,male,own,61003.86,salary_worker,0,0,6277.75,0.31,5.8,0
62,high_school,female,mortgage,,retired,0,0,8149.32,0.14,0.5,0
65,bachelor,male,mortgage,25761.16,student,1,1,2862.2,0.2,2.2,0
25,high_school,male,own,27022.71,salary_worker,0,0,14275.72,0.31,2.3,0
44,phd,male,rent,31953.41,salary_worker,0,1,23641.98,0.59,4.6,0
62,high_school,male,mortgage,37803.98,,0,0,6388.67,0.07,7.9,0
44,high_school,female,own,12044.95,,0,0,15463.28,0.35,7.7,0
63,master,male,rent,43896.06,salary_worker,0,0,7526.94,0.11,12.2,0
67,high_school,female,rent,42643.13,salary_worker,0,1,5818.13,0.24,1.9,0
44,high_school,female,mortgage,23626.97,student,0,0,6568.36,0.51,8.7,0
23,bachelor,female,rent,23076.55,salary_worker,0,0,8494.13,0.19,4.4,1
38,high_school,female,rent,6025.51,salary_worker,0,1,5449.51,0.29,15.4,0
31,high_school,female,rent,13907.78,salary_worker,0,1,11309.52,0.37,7.1,0
44,bachelor,female,rent,30744.99,salary_worker,0,0,6089.96,0.47,5.3,0
50,high_school,male,mortgage,41784.38,self_employed,0,0,4490.53,0.24,8.6,0
44,high_school,female,own,33791.91,salary_worker,0,1,8014.81,0.57,8.3,0
30,high_school,female,mortgage,23527.57,self_employed,1,0,5532.17,0.26,6.0,0
36,high_school,female,mortgage,57909.85,,0,0,6768.11,0.43,9.9,0
54,high_school,male,own,38266.46,salary_worker,1,0,7864.62,0.31,13.5,0
22,high_school,female,mortgage,20389.56,retired,0,0,3878.34,0.47,11.2,1
31,bachelor,male,mortgage,64987.47,self_employed,0,0,18076.64,0.7,6.9,0
65,bachelor,male,mortgage,14864.41,salary_worker,0,0,12669.52,0.29,14.6,0
25,,female,mortgage,12552.46,salary_worker,0,0,5730.0,0.34,9.4,0
41,high_school,male,own,20140.79,self_employed,0,0,8018.29,0.26,3.1,0
31,master,female,mortgage,17302.6,public_sector,0,0,11495.19,0.23,7.7,0
26,bachelor,male,rent,20656.41,public_sector,0,0,9088.75,0.21,6.6,0
42,high_school,female,mortgage,34861.59,public_sector,0,1,22786.38,0.34,5.3,0
47,bachelor,male,own,23973.62,salary_worker,0,0,7106.29,0.2,8.8,0
29,high_school,male,own,24252.29,student,0,0,15583.04,0.21,0.0,0
24,master,female,mortgage,24995.89,salary_worker,0,0,3889.16,0.01,13.9,0
